                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    147,               0.034898,                0.02827,               0.044557,               0.004821,                0.92569,                0.91605,                 0.9659,                0.63075,                0.86706,                0.86108,                0.86456,                0.49017,               0.029385,               0.020018,               0.033754,              0.0035931,              0.0092942,              0.0092942,              0.0092942
                    148,               0.036676,               0.027344,               0.046009,              0.0051129,                0.94003,                0.90304,                 0.9644,                0.58891,                0.87856,                0.83677,                0.85346,                0.47639,               0.030137,               0.019925,               0.033229,              0.0035813,              0.0092894,              0.0092894,              0.0092894
                    149,                0.03721,               0.027529,               0.047127,              0.0049404,                0.94963,                0.91029,                0.95923,                0.63642,                0.88258,                0.86205,                0.86577,                0.52806,                0.02901,               0.019967,               0.032946,              0.0035447,              0.0092846,              0.0092846,              0.0092846
                    150,               0.035296,               0.028529,               0.043455,              0.0050952,                 0.9264,                0.91106,                0.95065,                 0.6056,                0.87255,                0.85414,                0.86085,                0.51654,                0.03136,               0.020324,               0.033793,              0.0035735,              0.0092797,              0.0092797,              0.0092797
                    151,               0.033712,               0.028199,               0.045059,              0.0047032,                0.94041,                0.91558,                0.96437,                0.67264,                 0.8741,                0.85392,                0.85332,                0.52681,               0.029257,               0.019932,               0.033447,              0.0036808,              0.0092749,              0.0092749,              0.0092749
                    152,               0.033817,               0.027826,               0.044362,              0.0047397,                0.94902,                0.90663,                0.96348,                0.65897,                0.88452,                0.84936,                0.85923,                0.51556,               0.027938,               0.020187,               0.033715,              0.0034787,              0.0092701,              0.0092701,              0.0092701
                    153,               0.035189,               0.029706,               0.046337,              0.0051241,                0.93913,                0.92836,                0.97022,                0.63075,                0.87573,                0.86311,                0.86188,                0.53953,               0.028769,               0.019843,               0.032451,              0.0033888,              0.0092652,              0.0092652,              0.0092652
                    154,               0.036146,               0.028173,               0.044413,              0.0050073,                0.95361,                0.93043,                0.97243,                 0.6288,                0.90315,                0.87609,                0.88404,                 0.5566,               0.030124,               0.019436,               0.031169,              0.0031998,              0.0092604,              0.0092604,              0.0092604
                    155,               0.035315,               0.027972,               0.044614,              0.0045153,                0.91706,                0.93356,                 0.9724,                0.65803,                0.87744,                0.85224,                0.87904,                0.52103,                 0.0288,               0.019233,                0.03167,               0.003232,              0.0092556,              0.0092556,              0.0092556
                    156,               0.036624,               0.027747,               0.044878,              0.0050411,                 0.9262,                0.93455,                0.97101,                0.62269,                0.86046,                0.87722,                 0.8669,                0.50048,               0.029433,               0.019259,                0.03255,              0.0032246,              0.0092507,              0.0092507,              0.0092507
                    157,               0.035879,               0.027418,               0.043596,              0.0049147,                0.95338,                 0.9263,                0.97111,                0.64816,                0.88733,                0.87293,                0.87711,                0.54666,                0.02904,                0.01968,               0.032558,              0.0034057,              0.0092459,              0.0092459,              0.0092459
                    158,               0.036323,               0.027784,               0.043501,              0.0051919,                0.93953,                0.93187,                0.97159,                0.63454,                0.87263,                0.88016,                0.87706,                0.54747,               0.030057,               0.019592,               0.032801,              0.0034653,              0.0092411,              0.0092411,              0.0092411
                    159,               0.035407,                0.02716,               0.043381,              0.0045481,                0.93326,                0.92923,                0.96861,                0.61334,                0.86784,                0.86714,                0.86981,                0.49777,               0.029834,                0.01953,               0.034175,              0.0031946,              0.0092362,              0.0092362,              0.0092362
                    160,               0.035961,               0.028875,               0.044895,              0.0051556,                0.92319,                0.91304,                0.95165,                0.60442,                0.87739,                 0.8584,                0.86494,                0.48443,               0.031618,               0.019545,                0.03372,               0.003139,              0.0092314,              0.0092314,              0.0092314
                    161,               0.036667,               0.027361,               0.046519,               0.004771,                0.94141,                0.94056,                0.97452,                0.66575,                0.89446,                0.89101,                 0.8898,                0.56253,               0.027629,                0.01917,               0.033506,              0.0031168,              0.0092266,              0.0092266,              0.0092266
                    162,               0.035183,               0.027452,                0.04409,              0.0049814,                0.94125,                0.94464,                0.97319,                0.64308,                0.88587,                0.88522,                0.88265,                0.57741,               0.028332,                0.01874,               0.032391,              0.0030563,              0.0092217,              0.0092217,              0.0092217
                    163,               0.034008,               0.027197,               0.043498,               0.004861,                0.93715,                0.94411,                0.97182,                0.62102,                  0.884,                0.89309,                0.88032,                0.49075,               0.029242,               0.018688,               0.032051,              0.0030024,              0.0092169,              0.0092169,              0.0092169
                    164,               0.034603,               0.027514,               0.044852,               0.004773,                0.94687,                 0.9419,                0.97438,                0.64272,                0.89996,                0.88315,                0.88621,                0.50154,               0.030217,               0.019113,               0.031717,                0.00312,              0.0092121,              0.0092121,              0.0092121
                    165,               0.036138,               0.026635,               0.044746,              0.0048833,                0.95387,                0.93106,                0.97643,                0.67672,                0.90194,                0.88315,                0.89465,                0.57529,               0.029236,               0.018693,               0.031393,              0.0032246,              0.0092072,              0.0092072,              0.0092072
                    166,               0.035902,               0.027364,               0.043351,              0.0047501,                0.93648,                0.92951,                0.97984,                0.67071,                0.89693,                 0.8681,                0.88351,                0.56411,               0.028434,               0.018532,               0.031342,              0.0031258,              0.0092024,              0.0092024,              0.0092024
                    167,               0.033599,                0.02791,               0.041103,              0.0047403,                0.94782,                0.94085,                0.97278,                0.66791,                0.87572,                0.86871,                0.85995,                0.51755,               0.027847,               0.018808,               0.031831,               0.002955,              0.0091976,              0.0091976,              0.0091976
                    168,               0.034654,               0.026736,               0.044918,              0.0044325,                0.93197,                0.94652,                0.97945,                0.64512,                 0.8817,                0.87986,                0.88327,                0.50535,               0.028774,               0.018493,               0.031496,              0.0030005,              0.0091927,              0.0091927,              0.0091927
                    169,               0.034445,               0.026349,               0.044327,              0.0045957,                0.94548,                0.92464,                0.97254,                0.67261,                0.89267,                0.87568,                0.88787,                0.54656,                 0.0283,               0.018504,                 0.0311,              0.0029484,              0.0091879,              0.0091879,              0.0091879
                    170,               0.035102,               0.026376,               0.041502,              0.0045609,                0.96184,                0.91254,                0.97412,                0.68701,                0.88017,                0.86274,                  0.874,                0.54346,               0.027008,               0.019003,                0.03104,              0.0030248,              0.0091831,              0.0091831,              0.0091831
                    171,                0.03421,               0.026895,               0.042399,              0.0046322,                0.94707,                 0.9451,                0.97275,                0.66306,                0.88777,                0.89019,                0.87282,                0.52686,               0.027879,               0.019056,               0.031522,              0.0031613,              0.0091782,              0.0091782,              0.0091782
                    172,               0.034318,               0.024981,               0.043312,              0.0043319,                0.95275,                0.95251,                0.97803,                0.64048,                0.88957,                0.89117,                0.87382,                0.50506,               0.028914,               0.018838,               0.031451,              0.0032839,              0.0091734,              0.0091734,              0.0091734
                    173,               0.034279,               0.027411,               0.045747,              0.0045599,                0.94204,                0.95368,                0.97717,                0.68108,                0.91337,                0.88534,                 0.8896,                0.55685,               0.026639,               0.018725,               0.032125,              0.0032689,              0.0091686,              0.0091686,              0.0091686
                    174,               0.034323,               0.026806,               0.043437,               0.004987,                 0.9404,                0.95375,                0.97897,                0.66881,                0.88375,                0.89759,                0.88065,                0.56511,               0.027956,                0.01849,               0.031899,              0.0029981,              0.0091637,              0.0091637,              0.0091637
                    175,               0.034077,               0.026747,               0.043914,              0.0045358,                0.94165,                0.93882,                0.97602,                0.65822,                0.87474,                0.87045,                0.86336,                0.51863,                0.02847,               0.018715,               0.033005,              0.0027928,              0.0091589,              0.0091589,              0.0091589
                    176,               0.034614,               0.026926,               0.042519,              0.0043545,                0.93857,                0.93388,                0.97351,                0.66066,                0.88489,                0.87416,                0.87414,                0.53202,               0.027889,               0.018384,               0.032995,              0.0029445,              0.0091541,              0.0091541,              0.0091541
                    177,               0.033308,               0.027203,               0.044257,              0.0048855,                0.94732,                0.95804,                 0.9786,                0.65525,                0.90388,                0.90834,                0.90283,                0.57222,               0.026543,               0.018396,               0.031643,              0.0028922,              0.0091492,              0.0091492,              0.0091492
                    178,               0.033429,               0.026566,               0.043867,               0.004559,                0.95366,                0.94896,                0.97884,                 0.6573,                0.91103,                0.90206,                0.90278,                0.57031,               0.026539,               0.018873,                  0.032,              0.0028636,              0.0091444,              0.0091444,              0.0091444
                    179,               0.032288,               0.027912,               0.044926,              0.0049963,                0.93589,                0.93733,                0.96948,                0.64881,                0.87232,                0.87455,                0.86538,                0.52584,                0.02776,               0.019625,               0.033188,              0.0030852,              0.0091396,              0.0091396,              0.0091396
                    180,               0.033521,               0.027102,               0.045488,              0.0046424,                 0.9408,                0.94301,                0.97474,                0.65317,                0.88607,                0.88967,                0.88831,                0.55191,               0.027805,                0.01846,               0.031731,              0.0029457,              0.0091347,              0.0091347,              0.0091347
                    181,               0.034198,               0.026493,               0.045224,               0.004454,                0.94603,                0.94682,                0.97434,                0.65186,                0.88374,                0.87637,                0.86373,                0.52506,               0.028308,               0.018742,               0.033157,              0.0028695,              0.0091299,              0.0091299,              0.0091299
                    182,                0.03443,               0.026551,                0.04379,              0.0042833,                0.93842,                0.92968,                0.97299,                0.64729,                0.87701,                0.87194,                0.87586,                0.51287,               0.028769,               0.018471,               0.032198,              0.0028297,               0.009125,               0.009125,               0.009125
                    183,               0.034625,               0.026966,                0.04536,              0.0046228,                0.95081,                0.94451,                0.97572,                 0.6774,                0.89932,                0.89349,                0.88665,                0.56034,               0.027938,               0.018759,               0.031939,              0.0029731,              0.0091202,              0.0091202,              0.0091202
                    184,               0.034372,               0.024982,               0.043222,              0.0042625,                0.95657,                0.94096,                0.97946,                0.65662,                0.90267,                0.89113,                0.88835,                0.57746,               0.028891,               0.018597,               0.031671,              0.0030715,              0.0091154,              0.0091154,              0.0091154
                    185,               0.032767,               0.025959,               0.040991,              0.0044007,                0.94619,                0.94381,                0.97669,                0.60486,                0.88448,                0.88041,                0.87623,                0.49112,               0.028928,               0.018745,                 0.0322,              0.0029438,              0.0091105,              0.0091105,              0.0091105
                    186,               0.034592,               0.026271,               0.044025,              0.0043987,                0.94791,                0.93591,                0.97744,                0.64682,                0.89186,                0.86769,                0.87758,                 0.5099,               0.028917,               0.018797,               0.031807,              0.0028948,              0.0091057,              0.0091057,              0.0091057
                    187,               0.033806,               0.025737,                0.04416,               0.004236,                0.94268,                0.92496,                0.97558,                0.66163,                0.89194,                0.87444,                0.89035,                0.57198,               0.026949,               0.018713,                0.03349,              0.0029748,              0.0091009,              0.0091009,              0.0091009
                    188,               0.033478,                0.02735,                0.04487,              0.0049521,                0.91729,                0.93638,                0.97112,                0.65952,                0.86208,                0.88068,                0.87615,                0.56182,                0.02698,               0.018681,               0.033378,              0.0031831,               0.009096,               0.009096,               0.009096
                    189,               0.031875,               0.026461,               0.040559,              0.0045631,                0.94938,                0.92197,                0.97235,                0.71007,                0.89722,                0.87854,                0.89963,                 0.5684,               0.025228,               0.017998,               0.030964,              0.0028888,              0.0090912,              0.0090912,              0.0090912
                    190,                0.03196,               0.027165,               0.043842,              0.0045422,                0.94239,                 0.9361,                0.97755,                0.70227,                0.90789,                0.87684,                0.90301,                0.58111,               0.025977,               0.017799,               0.030908,              0.0028072,              0.0090864,              0.0090864,              0.0090864
                    191,               0.033871,               0.025429,               0.042942,              0.0040634,                0.95026,                0.95542,                0.98284,                0.65552,                0.90191,                0.90073,                0.91022,                0.52549,               0.026713,               0.018134,                0.03068,              0.0027508,              0.0090815,              0.0090815,              0.0090815
                    192,               0.034405,               0.025557,               0.040704,              0.0043186,                0.95569,                0.95973,                0.98284,                0.61743,                0.90222,                0.90745,                 0.9062,                0.50584,               0.028756,               0.017964,                0.03147,              0.0027362,              0.0090767,              0.0090767,              0.0090767
                    193,               0.032664,               0.026661,               0.043759,              0.0049422,                0.95479,                0.93794,                0.97962,                0.69819,                0.91541,                0.88194,                0.89966,                0.56596,               0.025469,               0.018325,               0.030788,              0.0030213,              0.0090719,              0.0090719,              0.0090719
                    194,               0.033225,                0.02688,               0.044499,              0.0042745,                 0.9454,                0.95726,                0.97933,                0.67528,                    0.9,                0.90408,                0.90269,                0.58318,                0.02671,               0.018281,               0.030821,              0.0029559,               0.009067,               0.009067,               0.009067
                    195,               0.033574,               0.026458,               0.043472,              0.0042124,                0.92596,                0.95139,                0.97673,                 0.6923,                0.86466,                0.88383,                 0.8744,                0.53012,               0.025638,               0.018875,               0.031519,              0.0031107,              0.0090622,              0.0090622,              0.0090622
                    196,               0.032714,               0.025923,               0.041537,              0.0046397,                0.95656,                0.94342,                0.97999,                0.69434,                0.90484,                 0.8683,                0.88096,                0.53016,                0.02579,               0.017923,               0.030654,               0.002928,              0.0090574,              0.0090574,              0.0090574
                    197,                0.03372,               0.025964,               0.041108,              0.0044199,                0.95461,                0.94323,                0.97834,                0.70249,                 0.9123,                0.89243,                0.90389,                0.58442,                0.02599,               0.018198,               0.030548,              0.0028423,              0.0090525,              0.0090525,              0.0090525
                    198,               0.033724,               0.026643,               0.043162,              0.0046564,                0.94763,                0.93699,                0.97836,                0.67841,                0.90761,                0.89033,                0.89877,                0.57254,               0.027099,               0.017969,               0.030746,              0.0028704,              0.0090477,              0.0090477,              0.0090477
                    199,               0.032285,               0.025697,               0.043393,              0.0043059,                0.95574,                0.94574,                0.98032,                0.68975,                0.92437,                0.89321,                0.90326,                 0.5383,               0.027011,               0.017967,               0.030424,              0.0029515,              0.0090429,              0.0090429,              0.0090429
                    200,               0.033595,                0.02544,               0.039895,               0.004151,                0.96373,                0.94947,                0.98246,                0.70338,                0.92065,                0.90584,                0.90895,                0.56266,               0.025218,               0.017504,               0.029443,              0.0028596,               0.009038,               0.009038,               0.009038
                    201,               0.033376,               0.025349,               0.041589,              0.0042944,                0.96169,                0.93649,                0.97427,                 0.6912,                0.93105,                0.90841,                0.92094,                0.59745,               0.024924,               0.017568,               0.029562,              0.0028449,              0.0090332,              0.0090332,              0.0090332
                    202,               0.033023,               0.025407,               0.043163,              0.0043593,                0.96495,                0.94805,                0.98371,                0.68321,                0.92477,                0.89907,                0.90593,                0.58664,               0.026035,               0.017503,               0.028984,              0.0028965,              0.0090284,              0.0090284,              0.0090284
                    203,               0.032102,               0.025065,               0.042674,              0.0039093,                0.94732,                0.95936,                0.98199,                0.71552,                0.90329,                0.89695,                0.89148,                0.56945,               0.025425,               0.017842,               0.030145,              0.0028148,              0.0090235,              0.0090235,              0.0090235
                    204,               0.032327,               0.026121,               0.042195,              0.0042157,                0.94945,                0.94486,                0.97518,                0.67078,                 0.9124,                0.90083,                0.90093,                0.54419,               0.026591,               0.017826,               0.030663,              0.0027197,              0.0090187,              0.0090187,              0.0090187
                    205,                0.03212,               0.026036,               0.044185,               0.004297,                0.94917,                0.94726,                0.97891,                  0.688,                0.89996,                0.90126,                0.89944,                0.55907,               0.026093,               0.017737,               0.029735,              0.0026229,              0.0090139,              0.0090139,              0.0090139
                    206,               0.033109,               0.025937,               0.041871,              0.0042007,                 0.9699,                0.93923,                0.98146,                0.71839,                0.93292,                0.89139,                0.91505,                0.58217,               0.024917,               0.017807,               0.029178,              0.0026101,               0.009009,               0.009009,               0.009009
                    207,                0.03173,               0.025388,               0.041199,              0.0043073,                0.96365,                0.95408,                0.98382,                 0.6955,                0.91028,                0.90249,                0.90582,                0.57487,               0.025687,                0.01735,               0.029836,              0.0026892,              0.0090042,              0.0090042,              0.0090042
                    208,               0.033468,               0.025258,               0.040407,              0.0038289,                0.96718,                0.94197,                0.98381,                0.71841,                0.92682,                0.89328,                0.90722,                0.58312,               0.026255,               0.017775,               0.030323,              0.0027648,              0.0089994,              0.0089994,              0.0089994
                    209,               0.032435,                0.02586,               0.039573,              0.0042225,                0.96656,                0.94418,                0.98196,                0.70904,                0.91681,                0.88684,                0.90073,                0.55276,               0.025573,               0.017333,               0.029987,              0.0028657,              0.0089945,              0.0089945,              0.0089945
                    210,               0.033415,               0.026238,               0.043984,              0.0046133,                0.96159,                0.95253,                0.97992,                0.71091,                 0.9135,                0.90566,                0.91018,                0.56839,               0.024863,               0.017308,               0.030816,              0.0027564,              0.0089897,              0.0089897,              0.0089897
                    211,               0.031746,               0.025632,               0.043778,              0.0043562,                0.94026,                0.95619,                0.97657,                0.71835,                0.90793,                 0.9123,                0.91071,                0.58768,               0.025265,               0.017264,                0.03131,              0.0026821,              0.0089849,              0.0089849,              0.0089849
                    212,               0.034001,               0.025267,               0.041668,              0.0038687,                0.96226,                0.94288,                 0.9795,                0.70577,                0.91443,                0.89714,                0.90433,                0.59905,               0.024951,               0.016954,               0.030778,              0.0026762,                0.00898,                0.00898,                0.00898
                    213,               0.032494,               0.025798,               0.043504,              0.0042385,                0.96301,                0.95493,                0.98256,                0.66486,                0.91653,                0.89231,                0.90608,                0.55197,               0.026847,                 0.0171,               0.031517,              0.0026641,              0.0089752,              0.0089752,              0.0089752
                    214,               0.033094,                0.02577,               0.041602,              0.0041577,                0.96188,                0.96594,                0.98503,                0.69041,                0.91919,                 0.9208,                0.91692,                0.56579,               0.025667,               0.017045,               0.029551,              0.0027147,              0.0089704,              0.0089704,              0.0089704
                    215,               0.034073,               0.025266,                0.04096,              0.0044472,                0.96704,                0.95979,                0.98627,                0.71035,                0.92523,                0.91561,                0.91506,                0.60796,               0.024127,               0.016978,               0.029349,               0.002797,              0.0089655,              0.0089655,              0.0089655
                    216,               0.034061,               0.026042,               0.042123,              0.0042113,                0.96034,                 0.9569,                0.98306,                0.73003,                0.92133,                0.91953,                0.91917,                0.59843,               0.023598,               0.017244,               0.029218,              0.0028244,              0.0089607,              0.0089607,              0.0089607
                    217,                0.03095,               0.025273,               0.043527,              0.0042128,                0.96259,                0.95002,                0.98004,                0.67539,                0.91222,                0.89833,                0.90229,                0.53213,               0.025964,               0.018069,                0.03101,              0.0028294,              0.0089559,              0.0089559,              0.0089559
                    218,               0.032228,               0.024692,               0.042381,              0.0039175,                0.96006,                0.95466,                0.98287,                0.64176,                0.90897,                0.90133,                0.90253,                 0.5092,               0.027174,               0.017533,               0.030528,              0.0028172,               0.008951,               0.008951,               0.008951
                    219,                0.03227,               0.024454,               0.041515,              0.0037707,                0.95631,                0.95193,                0.98262,                0.72106,                0.90797,                0.91772,                0.91285,                0.59634,               0.024738,               0.017273,               0.030179,              0.0027994,              0.0089462,              0.0089462,              0.0089462
                    220,               0.031812,                0.02386,               0.043188,              0.0041415,                0.96727,                0.95167,                0.98492,                0.71837,                0.92863,                0.91038,                0.92193,                0.61627,               0.024725,               0.017231,               0.029893,              0.0027085,              0.0089414,              0.0089414,              0.0089414
                    221,               0.030654,               0.024038,               0.041196,              0.0039589,                0.95908,                0.95233,                0.98255,                0.71198,                0.91725,                0.91267,                0.92055,                0.57602,               0.024496,               0.017071,               0.029093,              0.0027162,              0.0089365,              0.0089365,              0.0089365
                    222,               0.031121,               0.024612,               0.041492,              0.0038735,                0.95668,                0.95668,                0.98279,                 0.7243,                0.92292,                 0.9122,                0.92124,                0.58016,                0.02428,               0.017181,               0.029637,              0.0026696,              0.0089317,              0.0089317,              0.0089317
                    223,               0.030405,                0.02491,               0.042243,              0.0039896,                0.94475,                0.94548,                0.98041,                0.69796,                0.89617,                0.89902,                0.90004,                0.58077,               0.025842,               0.017366,                0.03121,              0.0027566,              0.0089269,              0.0089269,              0.0089269
                    224,               0.031419,                0.02578,               0.041646,              0.0042781,                0.95003,                0.95561,                0.97673,                0.71478,                0.92395,                0.90681,                0.91542,                0.56176,               0.025005,               0.017013,               0.030003,              0.0027238,               0.008922,               0.008922,               0.008922
                    225,               0.031665,               0.024216,                0.03975,              0.0040136,                0.96414,                0.95864,                0.98358,                0.69043,                0.91634,                0.91299,                0.91564,                0.56804,               0.025276,               0.017237,               0.030386,              0.0027716,              0.0089172,              0.0089172,              0.0089172
                    226,               0.032848,               0.023536,                0.03941,               0.004034,                0.97138,                0.95357,                0.98555,                0.72361,                0.93752,                0.91335,                0.92831,                0.58114,                0.02398,               0.017024,               0.029069,              0.0026006,              0.0089124,              0.0089124,              0.0089124
                    227,               0.030408,               0.025902,               0.042305,              0.0037156,                0.95291,                0.95936,                 0.9839,                0.69891,                0.90964,                0.91182,                0.90904,                0.59171,               0.024874,                0.01721,               0.030171,              0.0025799,              0.0089075,              0.0089075,              0.0089075
                    228,               0.031104,               0.024497,               0.039246,              0.0042851,                0.95968,                0.96036,                0.98458,                0.69234,                0.91763,                0.91526,                0.91789,                0.60217,               0.025065,               0.017071,               0.029578,              0.0026858,              0.0089027,              0.0089027,              0.0089027
                    229,               0.030306,               0.025207,               0.040715,               0.004649,                0.95891,                0.95011,                0.98304,                  0.718,                0.90723,                0.89765,                0.90067,                0.55348,               0.023938,                0.01719,               0.029975,              0.0027554,              0.0088979,              0.0088979,              0.0088979
                    230,               0.031077,                0.02527,               0.041027,              0.0043216,                0.96444,                0.95601,                0.98272,                0.70957,                0.91612,                0.90799,                0.90932,                0.55789,                0.02436,                0.01705,               0.030044,               0.002715,               0.008893,               0.008893,               0.008893
                    231,               0.030045,               0.024962,               0.041289,              0.0039736,                0.96474,                0.94396,                0.98491,                0.73174,                0.91399,                0.89223,                0.89543,                0.58124,               0.023912,               0.017197,               0.029311,              0.0026035,              0.0088882,              0.0088882,              0.0088882
                    232,               0.031511,               0.024817,               0.042155,               0.004287,                0.96495,                0.92956,                 0.9801,                0.72681,                0.92316,                0.87523,                0.90754,                0.58812,               0.024528,               0.017067,               0.029254,              0.0025902,              0.0088833,              0.0088833,              0.0088833
                    233,               0.031131,               0.023876,               0.042436,              0.0035672,                0.95244,                0.94751,                0.98079,                0.72071,                0.89658,                0.88663,                0.89707,                0.57292,               0.025465,                0.01712,               0.030085,              0.0025746,              0.0088785,              0.0088785,              0.0088785
                    234,               0.032882,                0.02416,               0.039904,              0.0035343,                0.96316,                0.95988,                0.98443,                0.70611,                0.91595,                0.91297,                0.91141,                0.59946,               0.025604,               0.016659,               0.029133,              0.0024657,              0.0088737,              0.0088737,              0.0088737
                    235,               0.030068,                0.02538,               0.040071,              0.0040809,                0.96838,                0.95752,                0.98582,                0.70037,                0.91553,                0.90252,                0.91207,                0.55331,               0.023907,               0.016738,               0.028462,              0.0024501,              0.0088688,              0.0088688,              0.0088688
                    236,               0.030368,               0.024339,               0.038404,              0.0040388,                0.96893,                0.95376,                0.98447,                0.71548,                0.91703,                0.90645,                0.91499,                 0.5716,               0.024904,                0.01673,                0.02861,              0.0024112,               0.008864,               0.008864,               0.008864
                    237,               0.030205,                0.02401,                0.03943,               0.003775,                0.96471,                0.95813,                0.98465,                0.71856,                0.92606,                0.91669,                0.92331,                0.60678,               0.024268,               0.017018,               0.029544,              0.0026823,              0.0088592,              0.0088592,              0.0088592
                    238,               0.030364,               0.024702,               0.039924,              0.0040848,                0.97318,                 0.9524,                0.98635,                0.72966,                0.93331,                0.90408,                0.91941,                0.58907,               0.023362,               0.017106,               0.030557,              0.0027948,              0.0088543,              0.0088543,              0.0088543
                    239,               0.029677,               0.024574,               0.043494,              0.0042375,                0.96179,                0.96405,                0.98674,                0.71659,                 0.9373,                0.91482,                  0.928,                0.56802,               0.023485,                0.01682,               0.028786,              0.0025835,              0.0088495,              0.0088495,              0.0088495
                    240,               0.030265,               0.024205,                0.03862,              0.0035755,                0.96346,                0.96659,                0.98758,                0.72718,                0.92594,                0.92567,                0.93046,                0.59905,               0.023884,               0.016643,                0.02856,              0.0024397,              0.0088447,              0.0088447,              0.0088447
