                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    892,                0.02103,               0.016536,               0.027603,              0.0022027,                0.99149,                0.98256,                0.99412,                0.88455,                 0.9859,                0.97673,                0.98586,                0.74194,               0.012801,               0.010162,               0.019268,              0.0013785,              0.0056929,              0.0056929,              0.0056929
                    893,               0.018701,               0.016357,               0.028997,              0.0024376,                0.99164,                0.98502,                0.99461,                0.88091,                0.98443,                0.97662,                0.98498,                0.73281,               0.012617,               0.010232,               0.019053,              0.0013733,              0.0056881,              0.0056881,              0.0056881
                    894,               0.020515,               0.016598,                0.02949,              0.0022301,                0.99257,                0.98437,                0.99471,                0.88136,                0.98506,                0.97763,                0.98369,                 0.7378,               0.012612,               0.010225,               0.018841,              0.0013653,              0.0056833,              0.0056833,              0.0056833
                    895,               0.018735,               0.016229,               0.029218,              0.0019302,                0.99438,                0.98883,                0.99474,                0.87963,                 0.9817,                0.97646,                0.97823,                  0.736,               0.012486,                0.01023,               0.018703,              0.0013469,              0.0056784,              0.0056784,              0.0056784
                    896,               0.019574,               0.016251,               0.031189,              0.0020264,                0.99489,                0.98932,                 0.9947,                0.87339,                0.98167,                0.97636,                0.98048,                0.73367,               0.012686,               0.010242,               0.018758,              0.0013278,              0.0056736,              0.0056736,              0.0056736
                    897,               0.018482,                 0.0163,               0.027881,              0.0019695,                0.99294,                0.98905,                0.99467,                0.87421,                0.98585,                0.98211,                 0.9858,                0.72983,               0.012645,               0.010172,               0.018659,              0.0013124,              0.0056688,              0.0056688,              0.0056688
                    898,               0.019294,               0.016138,               0.030633,              0.0019417,                0.99256,                 0.9882,                0.99406,                0.86931,                0.98669,                0.98257,                 0.9878,                0.72859,               0.012904,               0.010083,               0.018863,              0.0013056,              0.0056639,              0.0056639,              0.0056639
                    899,               0.018951,               0.015999,               0.028703,               0.002434,                0.99318,                0.98745,                0.99426,                0.87258,                0.98404,                0.97996,                0.98477,                0.73544,               0.012897,               0.010038,               0.019191,              0.0013087,              0.0056591,              0.0056591,              0.0056591
                    900,               0.020195,               0.016797,               0.028568,              0.0024404,                0.99368,                0.98384,                0.99425,                0.86995,                 0.9862,                0.97639,                 0.9856,                0.72975,               0.012745,              0.0099853,               0.019216,              0.0013103,              0.0056542,              0.0056542,              0.0056542
                    901,               0.019623,               0.016101,                0.02775,               0.002056,                0.99386,                0.98643,                0.99429,                0.87544,                0.98674,                0.98034,                0.98479,                0.74724,               0.012711,               0.010051,               0.019178,              0.0013158,              0.0056494,              0.0056494,              0.0056494
                    902,               0.020044,               0.016134,               0.028009,              0.0021965,                0.99337,                0.98691,                0.99339,                0.87333,                0.98787,                0.98164,                0.98768,                0.74756,               0.012729,                0.01003,               0.019114,              0.0013193,              0.0056446,              0.0056446,              0.0056446
                    903,               0.018494,               0.016469,               0.027838,              0.0018058,                  0.995,                0.98759,                0.99447,                0.87853,                 0.9877,                0.98065,                0.98394,                0.74369,               0.012535,                0.01004,               0.019057,              0.0013321,              0.0056397,              0.0056397,              0.0056397
                    904,                0.02037,               0.016796,               0.030234,              0.0021939,                0.99346,                0.98728,                0.99437,                0.87424,                0.98714,                0.98119,                0.98537,                0.74169,               0.012638,               0.010055,               0.019049,              0.0013329,              0.0056349,              0.0056349,              0.0056349
                    905,               0.018017,               0.015774,               0.027505,              0.0019567,                0.99544,                 0.9893,                0.99426,                0.87603,                0.98678,                0.98052,                0.98425,                0.72905,               0.012662,               0.010128,               0.019095,              0.0013449,              0.0056301,              0.0056301,              0.0056301
                    906,               0.020667,               0.016601,               0.029069,              0.0026539,                0.99404,                0.98997,                0.99426,                0.87988,                0.98747,                0.98351,                0.98742,                0.73787,               0.012462,               0.010066,               0.018949,              0.0013592,              0.0056252,              0.0056252,              0.0056252
                    907,               0.017911,               0.015488,               0.027198,              0.0018836,                0.99312,                0.99028,                0.99425,                0.87887,                0.98827,                0.98555,                0.98795,                0.73927,               0.012511,               0.010106,               0.019049,              0.0013599,              0.0056204,              0.0056204,              0.0056204
                    908,               0.020736,               0.016478,               0.028762,              0.0024099,                0.99374,                0.98939,                0.99431,                0.87977,                 0.9876,                0.98335,                0.98631,                0.75162,                0.01259,               0.010056,               0.018967,               0.001335,              0.0056156,              0.0056156,              0.0056156
                    909,               0.019473,               0.016308,               0.029937,              0.0022871,                0.99529,                0.98614,                0.99441,                0.87592,                0.98893,                0.98004,                0.98667,                0.74207,               0.012581,              0.0099847,               0.018955,              0.0013075,              0.0056107,              0.0056107,              0.0056107
                    910,               0.020619,               0.016229,               0.029079,              0.0023904,                0.99468,                0.98727,                0.99441,                0.87979,                0.98981,                0.98252,                0.98947,                0.73642,               0.012603,               0.010013,               0.018845,              0.0012948,              0.0056059,              0.0056059,              0.0056059
                    911,               0.019044,               0.016518,               0.030175,              0.0021613,                0.99429,                0.98572,                 0.9944,                0.88621,                0.98836,                0.98275,                0.99005,                0.75321,               0.012445,               0.010008,               0.018699,              0.0012782,              0.0056011,              0.0056011,              0.0056011
                    912,               0.021045,               0.016019,               0.029112,              0.0021703,                0.99041,                 0.9893,                0.99445,                0.88144,                0.98508,                0.98439,                0.98712,                0.75624,               0.012643,              0.0099912,               0.018708,              0.0012845,              0.0055962,              0.0055962,              0.0055962
                    913,               0.018823,                0.01639,               0.029474,              0.0019056,                0.98974,                0.99022,                0.99416,                0.87604,                0.98488,                0.98552,                0.98757,                0.75306,               0.012712,               0.010096,               0.019024,              0.0013128,              0.0055914,              0.0055914,              0.0055914
                    914,               0.019916,               0.015999,               0.028306,              0.0020394,                 0.9907,                0.98925,                0.99407,                 0.8793,                0.98642,                0.98477,                0.98836,                0.75417,               0.012516,               0.010054,               0.019071,              0.0013263,              0.0055866,              0.0055866,              0.0055866
                    915,               0.018783,               0.015818,               0.028353,              0.0022118,                0.99145,                0.98968,                0.99396,                0.87483,                0.98365,                0.98207,                0.98386,                0.74231,               0.012552,               0.010033,               0.018939,              0.0013417,              0.0055817,              0.0055817,              0.0055817
                    916,               0.019928,               0.016095,               0.029932,              0.0023229,                0.99134,                0.98806,                0.99375,                0.87438,                0.98541,                0.98143,                 0.9843,                0.74315,               0.012597,                0.01003,               0.018744,              0.0013467,              0.0055769,              0.0055769,              0.0055769
                    917,               0.018203,               0.016148,               0.028225,              0.0022307,                 0.9925,                0.98551,                 0.9937,                0.87275,                0.98719,                0.98034,                0.98753,                0.73705,               0.012659,               0.010086,               0.018962,               0.001361,              0.0055721,              0.0055721,              0.0055721
                    918,               0.019942,               0.016307,               0.030161,              0.0021984,                0.99213,                 0.9865,                0.99362,                0.87657,                0.98626,                0.98099,                0.98766,                0.73632,               0.012599,               0.010195,               0.019033,              0.0013728,              0.0055672,              0.0055672,              0.0055672
                    919,                 0.0183,               0.015707,               0.027226,              0.0019694,                0.98321,                0.99171,                0.99345,                0.87602,                 0.9777,                0.98382,                0.98614,                0.73259,               0.012733,               0.010238,               0.019177,              0.0013525,              0.0055624,              0.0055624,              0.0055624
                    920,               0.019653,               0.016555,               0.028201,              0.0023104,                0.98902,                0.98528,                0.99374,                0.87621,                0.98094,                0.97738,                0.98206,                0.73439,               0.012768,               0.010199,                0.01915,              0.0013373,              0.0055576,              0.0055576,              0.0055576
                    921,               0.018633,               0.017265,               0.027516,              0.0026185,                0.98934,                0.98664,                0.99365,                0.87482,                0.98266,                0.98012,                0.98528,                0.73054,               0.012749,               0.010234,               0.019086,              0.0013221,              0.0055527,              0.0055527,              0.0055527
                    922,               0.019862,               0.016579,               0.030732,              0.0023507,                0.99086,                0.98621,                0.99352,                0.87612,                0.98363,                0.97923,                0.98462,                0.73202,               0.012697,                0.01034,               0.019081,              0.0013278,              0.0055479,              0.0055479,              0.0055479
                    923,               0.018835,               0.016502,               0.030455,              0.0026789,                0.99312,                0.98469,                0.99349,                0.87878,                0.98625,                0.97802,                0.98396,                0.72334,               0.012735,               0.010192,               0.019019,              0.0013452,              0.0055431,              0.0055431,              0.0055431
                    924,               0.019668,               0.016403,               0.029785,              0.0021612,                0.99401,                0.98434,                0.99363,                0.87662,                0.98864,                0.97911,                0.98569,                0.71817,                0.01279,               0.010091,               0.018801,              0.0013469,              0.0055382,              0.0055382,              0.0055382
                    925,               0.018504,               0.016258,               0.028792,               0.002048,                0.98937,                0.99018,                0.99398,                0.88375,                0.98674,                0.97945,                0.98713,                0.74019,               0.012687,               0.010085,               0.018708,              0.0013283,              0.0055334,              0.0055334,              0.0055334
                    926,               0.020148,               0.015789,               0.028603,              0.0023122,                0.99014,                 0.9898,                0.99374,                0.88392,                0.98424,                 0.9837,                0.98588,                0.74799,               0.012545,               0.010045,               0.018804,              0.0013057,              0.0055286,              0.0055286,              0.0055286
                    927,               0.018745,               0.016521,               0.028474,              0.0023015,                0.99147,                 0.9921,                0.99377,                0.88647,                0.97802,                 0.9788,                0.97821,                0.73601,               0.012524,              0.0099935,               0.018852,              0.0012894,              0.0055237,              0.0055237,              0.0055237
                    928,               0.018955,               0.015172,               0.028439,              0.0017639,                0.99152,                0.99145,                0.99347,                0.88705,                0.97615,                0.97605,                0.97685,                0.73889,               0.012482,              0.0099661,               0.018754,              0.0012825,              0.0055189,              0.0055189,              0.0055189
                    929,               0.018242,               0.016167,               0.029732,              0.0022564,                 0.9921,                0.98985,                0.99345,                0.87941,                0.97859,                0.97655,                 0.9815,                0.73117,               0.012448,               0.010023,                0.01866,              0.0012803,              0.0055141,              0.0055141,              0.0055141
                    930,               0.019549,               0.016424,               0.028643,              0.0021832,                0.98939,                 0.9905,                0.99418,                0.88193,                0.97731,                0.97854,                0.98245,                0.73871,               0.012438,              0.0099754,               0.018473,              0.0012748,              0.0055092,              0.0055092,              0.0055092
                    931,               0.019012,               0.016542,               0.028876,              0.0025484,                0.98784,                0.99132,                0.99415,                0.87881,                0.97556,                0.97936,                0.98254,                0.75024,               0.012469,              0.0099938,               0.018333,              0.0012834,              0.0055044,              0.0055044,              0.0055044
                    932,               0.019601,               0.015841,               0.027007,              0.0022661,                0.98748,                0.99093,                0.99429,                0.88184,                0.97403,                 0.9786,                0.97931,                0.74856,               0.012518,               0.010019,               0.018338,              0.0013044,              0.0054996,              0.0054996,              0.0054996
                    933,               0.019123,                0.01656,               0.028451,              0.0021389,                0.99117,                0.98718,                0.99418,                 0.8816,                0.98026,                0.97538,                0.97966,                0.75401,               0.012564,               0.010057,               0.018394,              0.0013234,              0.0054947,              0.0054947,              0.0054947
                    934,               0.019662,                0.01639,               0.028753,                0.00239,                0.98786,                0.98791,                0.99329,                0.88635,                 0.9794,                0.97463,                0.97964,                0.75391,               0.012357,              0.0099757,               0.018329,              0.0013311,              0.0054899,              0.0054899,              0.0054899
                    935,               0.018827,               0.016655,               0.027629,              0.0023972,                0.98552,                  0.993,                0.99416,                0.88865,                0.97741,                 0.9694,                0.97772,                  0.747,               0.012155,              0.0099707,               0.018323,              0.0013132,              0.0054851,              0.0054851,              0.0054851
                    936,               0.018777,               0.015125,               0.026176,              0.0019946,                0.98599,                0.99164,                0.99428,                0.89017,                0.97129,                 0.9769,                0.97845,                0.74376,               0.012089,              0.0099723,               0.018269,              0.0013008,              0.0054802,              0.0054802,              0.0054802
                    937,               0.018191,               0.015641,                0.02797,              0.0018696,                0.98858,                0.99283,                0.99457,                0.88641,                0.97489,                0.97894,                0.97947,                0.73578,                0.01219,              0.0099077,               0.018378,              0.0012862,              0.0054754,              0.0054754,              0.0054754
                    938,               0.019574,               0.015702,               0.028485,              0.0019506,                0.98914,                0.98962,                 0.9946,                0.88581,                0.98064,                0.97182,                0.97924,                0.73743,               0.012274,              0.0098802,               0.018413,              0.0012772,              0.0054706,              0.0054706,              0.0054706
                    939,               0.018503,               0.016013,                0.02753,               0.002112,                0.99023,                0.99302,                0.99469,                0.88416,                0.97641,                0.97915,                0.97993,                0.73708,               0.012315,              0.0099037,               0.018532,              0.0012804,              0.0054657,              0.0054657,              0.0054657
                    940,                0.02001,               0.015761,               0.027406,              0.0022198,                0.99102,                0.99116,                0.99466,                0.88984,                0.97777,                0.97757,                0.98139,                0.73734,               0.012361,              0.0098784,               0.018708,              0.0012853,              0.0054609,              0.0054609,              0.0054609
                    941,               0.018172,               0.015203,               0.027706,              0.0020469,                0.99434,                0.98863,                 0.9947,                0.88289,                0.98094,                 0.9781,                0.98356,                0.73904,               0.012395,              0.0098647,               0.018876,              0.0012896,              0.0054561,              0.0054561,              0.0054561
                    942,               0.019565,               0.016713,               0.031295,              0.0022656,                0.99445,                0.98872,                0.99342,                0.88771,                0.98282,                 0.9771,                0.98262,                0.74426,               0.012285,              0.0098827,               0.018901,              0.0012931,              0.0054512,              0.0054512,              0.0054512
                    943,               0.019678,                0.01637,                0.02728,              0.0024546,                0.99354,                0.98949,                0.99344,                0.88485,                0.98039,                0.97598,                0.97957,                0.74275,               0.012263,              0.0098618,               0.019011,              0.0013065,              0.0054464,              0.0054464,              0.0054464
                    944,                0.01985,               0.016346,               0.028688,              0.0022119,                0.99371,                0.99198,                 0.9936,                0.88146,                0.98008,                0.97766,                0.97997,                0.74483,               0.012446,              0.0099548,               0.019148,              0.0013153,              0.0054416,              0.0054416,              0.0054416
                    945,               0.019033,               0.015689,               0.026985,              0.0020794,                0.99473,                0.99142,                0.99343,                0.88254,                0.98022,                0.97638,                0.98024,                0.74556,               0.012521,              0.0099917,               0.019271,              0.0013164,              0.0054367,              0.0054367,              0.0054367
                    946,               0.019141,               0.016222,               0.028011,              0.0024137,                0.99327,                0.98988,                 0.9934,                0.87893,                0.98079,                 0.9776,                0.98057,                0.74414,               0.012479,               0.010023,               0.019106,              0.0013144,              0.0054319,              0.0054319,              0.0054319
                    947,               0.018786,               0.016715,               0.028398,              0.0024641,                0.99185,                0.98915,                0.99332,                 0.8763,                0.98038,                0.97691,                0.98156,                0.74427,                0.01262,              0.0099966,               0.018924,              0.0013048,              0.0054271,              0.0054271,              0.0054271
                    948,               0.019268,                0.01586,               0.027748,              0.0021765,                0.99408,                0.98818,                0.99434,                0.87772,                0.98245,                0.97661,                0.97978,                0.74622,               0.012418,              0.0099944,               0.018719,              0.0013056,              0.0054222,              0.0054222,              0.0054222
                    949,                0.01899,               0.016234,               0.027894,              0.0021875,                0.99369,                0.98758,                0.99419,                0.87965,                0.98105,                0.97537,                0.97978,                0.74445,                0.01246,              0.0099204,               0.018838,              0.0013192,              0.0054174,              0.0054174,              0.0054174
                    950,               0.019915,                0.01579,               0.027356,              0.0022854,                0.99176,                0.98796,                0.99414,                0.88607,                0.98144,                0.97774,                0.98171,                0.74511,               0.012429,              0.0099326,               0.018939,              0.0013223,              0.0054125,              0.0054125,              0.0054125
                    951,               0.017952,               0.016016,               0.027836,              0.0021028,                0.99431,                0.98772,                0.99424,                0.88719,                0.98944,                0.98298,                0.98797,                0.74857,               0.012369,              0.0099489,               0.019006,              0.0013196,              0.0054077,              0.0054077,              0.0054077
                    952,               0.018126,               0.016957,               0.028188,              0.0024562,                0.99404,                0.98794,                0.99337,                0.88395,                0.98964,                0.98369,                0.98739,                0.75094,               0.012486,              0.0099587,               0.019006,              0.0013215,              0.0054029,              0.0054029,              0.0054029
                    953,               0.019346,               0.016846,               0.028516,              0.0021299,                 0.9929,                0.98723,                0.99369,                0.88436,                0.98804,                0.98248,                0.98688,                0.74074,               0.012343,               0.010018,               0.018932,              0.0013181,               0.005398,               0.005398,               0.005398
                    954,               0.020015,               0.016343,                0.02923,              0.0024595,                0.99508,                0.98354,                0.99379,                0.87798,                0.98834,                0.97856,                0.98562,                0.74386,               0.012359,              0.0099467,               0.018769,              0.0013137,              0.0053932,              0.0053932,              0.0053932
                    955,                0.01773,               0.016563,               0.027649,               0.002073,                0.98913,                0.98973,                0.99371,                0.88201,                0.98493,                 0.9862,                0.98832,                0.74605,                0.01255,              0.0099846,               0.019034,              0.0013085,              0.0053884,              0.0053884,              0.0053884
                    956,               0.019622,               0.016421,               0.026672,              0.0023452,                0.99298,                0.98518,                0.99346,                0.87643,                0.98719,                0.97956,                0.98516,                0.74617,               0.012724,               0.010017,               0.019184,                0.00131,              0.0053835,              0.0053835,              0.0053835
                    957,               0.018865,               0.016124,               0.028761,              0.0022616,                 0.9918,                0.98645,                0.99334,                0.87968,                0.98546,                0.98037,                0.98424,                0.73969,               0.012742,               0.010058,               0.019261,              0.0013151,              0.0053787,              0.0053787,              0.0053787
                    958,               0.019215,               0.015893,               0.030406,              0.0021317,                0.99106,                0.98733,                0.99344,                0.87991,                0.98606,                 0.9839,                0.98709,                0.73669,                0.01278,               0.009979,               0.019111,              0.0013188,              0.0053739,              0.0053739,              0.0053739
                    959,               0.019063,               0.016114,                0.02965,               0.002071,                0.99279,                0.98758,                0.99347,                0.88117,                0.98731,                0.98181,                0.98786,                0.74236,               0.012701,               0.009945,               0.018906,              0.0013263,               0.005369,               0.005369,               0.005369
                    960,               0.019423,               0.016099,               0.026879,              0.0022099,                0.99417,                0.98821,                0.99353,                0.88156,                0.98914,                0.98348,                 0.9879,                0.75528,               0.012569,              0.0099303,               0.018774,              0.0013303,              0.0053642,              0.0053642,              0.0053642
                    961,               0.019224,               0.016231,               0.028973,              0.0023538,                0.99183,                0.98811,                0.99349,                0.88383,                0.98782,                0.98128,                0.98542,                0.76151,               0.012558,              0.0099659,               0.018758,              0.0013285,              0.0053594,              0.0053594,              0.0053594
                    962,               0.019811,               0.016502,                 0.0293,              0.0023369,                 0.9907,                0.98972,                0.99362,                0.88323,                0.98328,                0.98225,                0.98521,                0.76497,               0.012469,              0.0099397,               0.018577,              0.0013177,              0.0053545,              0.0053545,              0.0053545
                    963,               0.019222,               0.015738,               0.027563,              0.0019877,                0.99183,                0.98993,                0.99385,                 0.8821,                0.98578,                0.98152,                0.98361,                0.75396,               0.012223,              0.0099179,                0.01848,              0.0013114,              0.0053497,              0.0053497,              0.0053497
                    964,               0.018915,               0.015781,               0.026848,              0.0019642,                 0.9927,                0.99002,                0.99396,                0.88316,                0.98669,                0.98272,                0.98456,                 0.7429,               0.012438,               0.009866,               0.018544,              0.0013171,              0.0053449,              0.0053449,              0.0053449
                    965,               0.018887,               0.016031,               0.027408,              0.0021947,                0.99228,                0.99046,                0.99417,                0.88124,                0.98544,                0.97889,                0.98305,                0.73792,               0.012429,              0.0098821,               0.018672,              0.0013143,                0.00534,                0.00534,                0.00534
                    966,               0.019071,               0.015433,               0.028969,              0.0019637,                0.99359,                0.98755,                0.99433,                0.88067,                0.98697,                0.97925,                0.98466,                0.73843,               0.012585,              0.0098334,               0.018808,              0.0013003,              0.0053352,              0.0053352,              0.0053352
                    967,               0.019307,               0.015459,               0.027608,              0.0019687,                0.99209,                0.99024,                0.99437,                0.88063,                0.98505,                 0.9833,                0.98505,                 0.7316,               0.012618,              0.0098884,               0.018922,              0.0012817,              0.0053304,              0.0053304,              0.0053304
                    968,               0.018999,               0.016513,               0.029361,              0.0024666,                0.99453,                0.99102,                0.99451,                0.88347,                0.98698,                0.98365,                0.98657,                0.73416,               0.012488,              0.0098413,               0.018858,              0.0012715,              0.0053255,              0.0053255,              0.0053255
                    969,               0.018682,               0.015842,               0.026644,              0.0020077,                0.99287,                 0.9914,                0.99464,                0.88613,                 0.9888,                0.98776,                0.98984,                0.74644,               0.012385,              0.0097455,               0.018839,              0.0012694,              0.0053207,              0.0053207,              0.0053207
                    970,               0.019208,               0.016034,               0.027765,               0.002387,                0.99222,                0.99235,                0.99462,                0.88962,                0.98813,                 0.9879,                0.98922,                 0.7483,               0.012384,              0.0097713,               0.018838,              0.0012764,              0.0053159,              0.0053159,              0.0053159
                    971,               0.018353,               0.016243,               0.029277,              0.0021759,                0.99166,                0.99136,                 0.9946,                0.88775,                 0.9811,                0.97946,                0.98285,                0.74602,               0.012316,              0.0098597,               0.018856,              0.0012863,               0.005311,               0.005311,               0.005311
                    972,               0.019387,               0.015837,               0.026825,              0.0020641,                0.99353,                0.99018,                0.99466,                0.88646,                0.98246,                0.97911,                0.98306,                0.74581,               0.012371,              0.0098999,               0.018708,              0.0012816,              0.0053062,              0.0053062,              0.0053062
                    973,               0.018873,               0.016321,               0.027529,              0.0022794,                0.99513,                0.99052,                0.99358,                0.88798,                0.99026,                0.98619,                0.98896,                0.74851,               0.012156,               0.009971,               0.018564,              0.0012837,              0.0053014,              0.0053014,              0.0053014
                    974,               0.018868,               0.015384,               0.027171,              0.0021095,                0.99384,                0.98994,                0.99355,                0.88942,                0.98735,                0.98383,                 0.9872,                0.75057,               0.012237,               0.009938,               0.018539,               0.001288,              0.0052965,              0.0052965,              0.0052965
                    975,                0.01888,               0.016495,               0.026493,              0.0023554,                 0.9941,                0.98936,                0.99344,                0.89032,                0.98827,                0.98372,                0.98847,                0.75137,                0.01211,              0.0099685,               0.018622,              0.0012929,              0.0052917,              0.0052917,              0.0052917
                    976,                0.01814,               0.015766,               0.027619,              0.0020129,                0.99344,                0.99066,                0.99344,                0.88523,                0.98871,                0.98546,                0.98739,                0.75274,               0.012106,              0.0099552,               0.018664,              0.0012788,              0.0052869,              0.0052869,              0.0052869
                    977,               0.017865,               0.016068,               0.027371,              0.0019238,                0.99489,                0.98901,                0.99329,                0.88793,                0.99004,                0.98434,                0.98748,                0.75121,               0.012162,              0.0098735,               0.018618,              0.0012581,               0.005282,               0.005282,               0.005282
                    978,               0.019565,                0.01617,               0.027584,              0.0023702,                 0.9931,                0.98999,                0.99337,                 0.8861,                0.99001,                0.98636,                0.98944,                0.75591,                0.01227,               0.009829,               0.018696,              0.0012623,              0.0052772,              0.0052772,              0.0052772
                    979,               0.018759,                0.01654,                0.02975,              0.0020717,                0.99449,                0.98882,                0.99343,                0.89109,                0.99151,                0.98496,                0.98762,                0.75203,               0.012282,              0.0097764,               0.018833,              0.0012702,              0.0052724,              0.0052724,              0.0052724
                    980,               0.019772,               0.016245,               0.028964,              0.0019694,                 0.9933,                0.98879,                0.99335,                0.88543,                0.98877,                0.98417,                0.98716,                0.74882,               0.012299,              0.0097222,               0.018813,              0.0012667,              0.0052675,              0.0052675,              0.0052675
                    981,               0.018031,               0.015952,               0.027948,              0.0021031,                0.99126,                0.99066,                0.99456,                 0.8924,                0.98667,                0.98581,                0.98772,                0.75518,               0.012035,              0.0096652,               0.018515,              0.0012644,              0.0052627,              0.0052627,              0.0052627
                    982,               0.018996,               0.015739,               0.027755,              0.0020968,                0.99224,                0.99029,                0.99361,                0.89208,                0.98778,                0.98777,                0.98767,                0.75589,               0.011994,              0.0096431,                 0.0185,              0.0012602,              0.0052579,              0.0052579,              0.0052579
                    983,               0.018352,               0.015498,               0.027666,              0.0020712,                0.99345,                0.98816,                0.99321,                0.89118,                0.99052,                 0.9859,                0.98784,                0.75219,               0.011928,              0.0096797,               0.018692,              0.0012502,               0.005253,               0.005253,               0.005253
                    984,               0.019604,               0.016071,               0.028738,              0.0019734,                0.99542,                 0.9875,                0.99325,                0.89595,                0.99266,                0.98766,                0.99008,                0.75569,               0.011843,              0.0096391,               0.018754,              0.0012523,              0.0052482,              0.0052482,              0.0052482
                    985,               0.018126,               0.015927,               0.029236,              0.0021094,                0.99417,                0.99018,                0.99339,                0.89411,                0.99022,                0.98674,                0.98807,                0.75467,               0.011924,              0.0096646,               0.018818,              0.0012612,              0.0052434,              0.0052434,              0.0052434
